# stan_version_major = 2
# stan_version_minor = 36
# stan_version_patch = 0
# model = bernoulli_model
# start_datetime = 2025-04-17 02:54:08 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = examples\bernoulli\bernoulli.data.json
# init = 2 (Default)
# random
#   seed = 1221890664 (Default)
# output
#   file = examples\bernoulli\output.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.36.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta
# Adaptation terminated
# Step size = 1.01208
# Diagonal elements of inverse mass matrix:
# 0.584056
-6.86415,0.958082,1.01208,2,3,0,7.16643,0.193212
-7.42831,0.798622,1.01208,2,3,0,8.19449,0.410606
-9.03992,0.721438,1.01208,2,3,0,9.25975,0.554083
-6.96165,1,1.01208,1,3,0,8.84042,0.174777
-7.00563,0.996281,1.01208,2,3,0,7.05668,0.168149
-7.00425,0.884851,1.01208,2,3,0,7.79282,0.345699
-10.8633,0.187318,1.01208,1,1,0,10.8886,0.655744
-6.83452,1,1.01208,1,3,0,9.15505,0.304223
-8.99419,0.514117,1.01208,1,3,0,10.2819,0.0600722
-8.75667,1,1.01208,1,1,0,9.24602,0.0663402
-8.80926,0.99423,1.01208,1,1,0,9.15235,0.0648831
-7.49128,0.982139,1.01208,1,3,0,8.59711,0.121368
-9.97286,0.859485,1.01208,1,3,0,10.1254,0.0407884
-6.75769,0.969106,1.01208,2,3,0,10.4007,0.267649
-6.76642,0.999033,1.01208,2,3,0,6.76651,0.22655
-7.11495,0.742351,1.01208,2,3,0,8.0265,0.365704
-6.95299,0.924917,1.01208,2,3,0,7.48848,0.176177
-6.75771,0.981012,1.01208,2,3,0,6.9822,0.267665
-7.13403,0.89215,1.01208,1,3,0,7.24238,0.152161
-7.0355,1,1.01208,2,3,0,7.16778,0.16404
-7.0355,0.860787,1.01208,1,1,0,7.5696,0.16404
-7.4522,0.960316,1.01208,2,3,0,7.50889,0.413582
-6.81905,1,1.01208,1,1,0,7.20417,0.298961
-6.76981,1,1.01208,1,1,0,6.80476,0.276676
-7.71437,0.721498,1.01208,2,3,0,8.23233,0.107499
-6.74949,0.9497,1.01208,1,3,0,7.5951,0.243271
-6.7487,1,1.01208,1,1,0,6.74936,0.24542
-6.75335,0.99654,1.01208,2,3,0,6.76359,0.237243
-7.45791,0.854269,1.01208,2,3,0,7.70779,0.123714
-7.93044,0.919378,1.01208,1,1,0,7.99184,0.0963822
-6.88009,0.967247,1.01208,2,3,0,8.14577,0.317587
-6.76318,0.995445,1.01208,1,3,0,6.88034,0.228666
-7.99401,0.752536,1.01208,1,3,0,8.19833,0.0934481
-7.278,1,1.01208,1,1,0,7.87091,0.138001
-6.7842,0.935489,1.01208,2,3,0,7.74017,0.217422
-10.6859,0.384213,1.01208,1,3,0,10.8642,0.647387
-7.34449,1,1.01208,1,1,0,9.35659,0.399758
-6.75607,1,1.01208,1,3,0,7.1908,0.234371
-6.87591,0.949506,1.01208,2,3,0,7.00654,0.316461
-6.87591,0.469023,1.01208,1,1,0,7.92403,0.316461
-6.90642,0.98815,1.01208,1,1,0,6.95089,0.324326
-6.865,1,1.01208,1,1,0,6.92952,0.313442
-8.70618,0.633863,1.01208,2,3,0,8.77845,0.0677788
-8.70618,0.914058,1.01208,1,1,0,9.62129,0.0677788
-7.8517,1,1.01208,1,1,0,8.6286,0.100216
-9.11495,0.947269,1.01208,2,3,0,9.12087,0.0571711
-6.75061,0.829018,1.01208,1,3,0,9.1323,0.241087
-7.02649,0.926255,1.01208,1,3,0,7.05028,0.349995
-6.78046,1,1.01208,1,1,0,6.93458,0.2827
-7.86275,0.787981,1.01208,2,3,0,7.99312,0.0996634
-6.75933,0.888724,1.01208,2,3,0,8.08176,0.269102
-6.79268,0.906742,1.01208,2,3,0,7.08034,0.288536
-7.08543,0.942887,1.01208,2,3,0,7.12661,0.157739
-7.07021,1,1.01208,1,1,0,7.16592,0.159592
-6.91368,1,1.01208,1,1,0,7.05125,0.183032
-6.97765,0.983345,1.01208,1,1,0,7.01289,0.172277
-6.76234,0.980164,1.01208,2,3,0,6.99933,0.271537
-7.53498,0.84541,1.01208,2,3,0,7.67591,0.118415
-7.11151,1,1.01208,1,1,0,7.46608,0.154684
-8.68609,0.701041,1.01208,1,3,0,9.23849,0.528979
-6.74805,1,1.01208,1,3,0,7.97799,0.250893
-6.89207,0.959064,1.01208,2,3,0,6.97084,0.18722
-6.75032,0.983906,1.01208,2,3,0,6.93665,0.258531
-6.76708,0.76622,1.01208,2,3,0,7.867,0.226144
-7.53042,0.812339,1.01208,1,3,0,7.60503,0.423007
-7.39445,1,1.01208,1,1,0,7.72604,0.406304
-6.84488,0.984716,1.01208,1,3,0,7.42528,0.197849
-6.82974,0.843703,1.01208,2,3,0,7.7217,0.302649
-6.76967,0.993978,1.01208,1,3,0,6.85163,0.224611
-7.75222,0.802149,1.01208,1,3,0,7.87324,0.105409
-7.33081,1,1.01208,2,3,0,7.7244,0.133483
-7.00825,1,1.01208,2,3,0,7.27428,0.167778
-7.54918,0.960496,1.01208,2,3,0,7.73537,0.425199
-8.22281,0.878848,1.01208,2,3,0,8.52289,0.491958
-7.97785,1,1.01208,1,1,0,8.6217,0.469894
-9.62202,0.704678,1.01208,2,3,0,10.074,0.590872
-9.01359,1,1.01208,1,1,0,10.3043,0.552294
-7.94136,1,1.01208,2,3,0,8.59452,0.0958682
-7.8731,1,1.01208,2,3,0,8.15307,0.0991504
-12.4417,0.736784,1.01208,1,3,0,13.3383,0.0166235
-10.4339,1,1.01208,1,1,0,12.3549,0.0342744
-9.75586,1,1.01208,1,1,0,10.6019,0.0443387
-9.75586,0.974271,1.01208,1,1,0,10.4088,0.0443387
-10.8388,0.931923,1.01208,1,1,0,10.9525,0.0295085
-11.95,0.952368,1.01208,1,1,0,12.0947,0.0197736
-10.6932,1,1.01208,1,1,0,12.0015,0.031132
-7.594,1,1.01208,1,3,0,10.5463,0.114623
-6.78362,0.927462,1.01208,1,3,0,7.61607,0.284296
-6.86547,0.969838,1.01208,1,1,0,6.87201,0.313574
-6.96828,0.960348,1.01208,1,1,0,7.00317,0.338369
-7.24233,0.893021,1.01208,1,1,0,7.30882,0.385524
-7.24233,0.950138,1.01208,1,1,0,7.5004,0.385524
-6.81862,1,1.01208,2,3,0,7.08261,0.298806
-7.07636,0.954681,1.01208,2,3,0,7.09931,0.158836
-7.01958,1,1.01208,1,1,0,7.12484,0.166195
-7.03701,0.995699,1.01208,1,1,0,7.10836,0.16384
-7.59825,0.871036,1.01208,2,3,0,8.2615,0.114358
-7.00995,1,1.01208,1,1,0,7.46737,0.167537
-7.33538,0.927111,1.01208,1,1,0,7.35394,0.133105
-7.16703,1,1.01208,2,3,0,7.36957,0.148633
-7.34694,0.987218,1.01208,2,3,0,7.41547,0.132162
-7.18416,1,1.01208,1,1,0,7.38714,0.146876
-7.26406,0.936319,1.01208,2,3,0,7.86559,0.388658
-7.13313,1,1.01208,1,1,0,7.35129,0.368707
-7.13313,0.410392,1.01208,1,1,0,8.36637,0.368707
-6.85146,0.977279,1.01208,1,3,0,7.23713,0.196212
-6.8909,0.996358,1.01208,2,3,0,6.91449,0.187456
-9.99802,0.478701,1.01208,1,3,0,10.3225,0.61223
-6.75434,1,1.01208,1,3,0,8.71562,0.264223
-6.91327,0.962423,1.01208,2,3,0,6.96538,0.183108
-6.85426,1,1.01208,1,1,0,6.91815,0.195531
-6.75033,0.990857,1.01208,2,3,0,6.90656,0.241577
-6.97935,0.936681,1.01208,2,3,0,7.11966,0.172018
-7.30043,0.923748,1.01208,1,3,0,7.6257,0.39377
-7.30565,0.999254,1.01208,2,3,0,7.52786,0.394492
-9.11371,0.69811,1.01208,2,3,0,9.27814,0.559033
-7.84627,1,1.01208,2,3,0,8.75014,0.100489
-8.3187,0.932101,1.01208,1,1,0,8.42876,0.0803227
-7.71112,1,1.01208,2,3,0,8.29269,0.107682
-7.32262,1,1.01208,2,3,0,7.69311,0.134164
-8.13608,0.861702,1.01208,1,1,0,8.14479,0.0873516
-8.18577,0.992988,1.01208,1,1,0,8.45322,0.0853553
-7.49631,1,1.01208,1,1,0,8.10284,0.121022
-7.80805,0.879368,1.01208,1,3,0,8.75724,0.453275
-7.34313,1,1.01208,2,3,0,7.62795,0.132471
-7.89099,0.967632,1.01208,2,3,0,7.92692,0.0982741
-7.61834,1,1.01208,1,1,0,7.96995,0.113119
-8.7288,0.843072,1.01208,1,1,0,8.7347,0.0671294
-8.7288,0.83484,1.01208,1,3,0,12.3445,0.0671294
-8.42343,1,1.01208,2,3,0,8.91261,0.0766436
-8.68625,0.989573,1.01208,2,3,0,8.91983,0.0683581
-7.41167,0.991308,1.01208,1,3,0,8.47231,0.127106
-6.77812,0.995929,1.01208,1,3,0,7.27269,0.220198
-6.77812,0.546081,1.01208,1,3,0,8.40097,0.220198
-6.77812,0.374845,1.01208,1,3,0,9.43563,0.220198
-10.2806,0.369749,1.01208,2,3,0,11.5811,0.0362997
-11.9018,0.920429,1.01208,1,1,0,11.9416,0.0201146
-11.8494,1,1.01208,2,3,0,12.4431,0.0204927
-12.8271,0.969884,1.01208,1,1,0,13.0319,0.0145264
-12.0725,1,1.01208,1,1,0,13.0817,0.0189334
-8.40782,1,1.01208,1,3,0,12.0471,0.077177
-9.90275,0.854066,1.01208,1,1,0,9.91088,0.0418982
-10.0591,0.95473,1.01208,2,3,0,12.0851,0.0394689
-6.96771,1,1.01208,2,3,0,9.07266,0.338249
-6.96771,0.207537,1.01208,2,7,0,11.2403,0.338249
-7.66449,0.874366,1.01208,2,3,0,7.71795,0.438175
-7.03185,1,1.01208,2,3,0,7.81162,0.164528
-7.28722,0.937877,1.01208,1,3,0,7.66944,0.391932
-8.28076,0.64574,1.01208,1,1,0,8.45719,0.496897
-7.21059,0.884938,1.01208,1,3,0,8.82172,0.144253
-7.0205,0.954601,1.01208,2,3,0,7.76009,0.166069
-7.88988,0.807548,1.01208,2,3,0,8.79521,0.461437
-7.28826,1,1.01208,2,3,0,7.81518,0.392078
-7.15161,1,1.01208,1,1,0,7.38038,0.371695
-7.34021,0.923019,1.01208,1,1,0,7.48723,0.399186
-6.88026,0.971492,1.01208,2,3,0,7.60721,0.189663
-8.62259,0.647618,1.01208,1,3,0,8.88924,0.524209
-7.41413,1,1.01208,2,3,0,8.8512,0.126921
-6.74813,0.965447,1.01208,1,3,0,7.32814,0.251854
-6.98202,0.673464,1.01208,2,3,0,8.20886,0.341229
-7.2918,0.879331,1.01208,1,1,0,7.36231,0.392572
-6.89378,1,1.01208,1,1,0,7.16281,0.321161
-6.85954,1,1.01208,2,3,0,6.91824,0.311879
-7.2542,0.852923,1.01208,1,1,0,7.27564,0.387244
-7.2542,0.318129,1.01208,1,1,0,8.83159,0.387244
-7.23944,0.781089,1.01208,2,3,0,8.14179,0.141505
-8.03735,0.85814,1.01208,1,1,0,8.04224,0.0915238
-7.54339,1,1.01208,2,3,0,8.02188,0.117861
-6.76003,0.993348,1.01208,2,3,0,7.50795,0.269698
-8.80614,0.561238,1.01208,1,3,0,8.81711,0.537765
-7.67243,1,1.01208,2,3,0,8.53076,0.109895
-6.76047,0.967224,1.01208,1,3,0,7.52525,0.230633
-6.82921,0.979009,1.01208,1,1,0,6.82922,0.20202
-6.94727,0.987429,1.01208,2,3,0,6.95978,0.333832
-6.80409,0.986167,1.01208,1,3,0,7.00557,0.209778
-7.05576,0.934443,1.01208,1,3,0,7.15965,0.355419
-7.73189,0.749071,1.01208,1,1,0,7.82036,0.445397
-7.73189,0.343486,1.01208,1,1,0,9.39363,0.445397
-8.01454,0.881674,1.01208,1,1,0,8.41145,0.473332
-7.19732,1,1.01208,1,1,0,7.80142,0.378824
-6.82723,1,1.01208,1,1,0,7.06211,0.301803
-6.86196,0.740246,1.01208,2,3,0,7.91004,0.193717
-7.19959,0.916046,1.01208,1,1,0,7.20035,0.145331
-6.75475,0.972168,1.01208,1,3,0,7.16104,0.264683
-7.03746,0.935491,1.01208,2,3,0,7.12285,0.163781
-6.75488,0.999196,1.01208,2,3,0,7.02221,0.264825
-7.90153,0.719499,1.01208,1,3,0,8.25992,0.0977631
-7.48527,1,1.01208,1,1,0,7.90294,0.121785
-7.1187,1,1.01208,1,1,0,7.43596,0.153868
-7.30544,0.959194,1.01208,1,1,0,7.36323,0.135615
-6.77216,0.997902,1.01208,1,3,0,7.18326,0.223228
-7.26188,0.884634,1.01208,2,3,0,7.54461,0.139443
-7.64759,0.926111,1.01208,1,1,0,7.69598,0.111356
-7.1651,1,1.01208,1,1,0,7.57034,0.148834
-6.74962,0.996355,1.01208,2,3,0,7.15523,0.257122
-7.95213,0.719011,1.01208,1,3,0,8.28783,0.0953659
-6.99542,0.915272,1.01208,2,3,0,9.50554,0.169622
-7.21361,0.949156,1.01208,1,1,0,7.24257,0.143959
-7.99892,0.858168,1.01208,1,1,0,8.00309,0.0932272
-6.78619,0.881604,1.01208,2,3,0,8.14519,0.285548
-6.78619,0.539955,1.01208,1,3,0,9.08741,0.285548
-6.75482,1,1.01208,2,3,0,6.78814,0.23562
-6.76796,0.846372,1.01208,2,3,0,7.49883,0.275498
-6.76796,0.932758,1.01208,1,1,0,6.88513,0.275498
-6.75351,1,1.01208,1,1,0,6.76359,0.263247
-6.7481,0.998152,1.01208,2,3,0,6.76103,0.251555
-6.91388,0.956014,1.01208,1,3,0,6.93672,0.182996
-7.29024,0.911132,1.01208,1,1,0,7.29335,0.136926
-7.78105,0.944708,1.01208,2,3,0,7.78937,0.450515
-7.12025,0.904834,1.01208,1,3,0,8.24806,0.153693
-6.97506,1,1.01208,1,1,0,7.12018,0.172673
-6.85185,1,1.01208,1,1,0,6.95392,0.196115
-7.10162,0.935879,1.01208,1,1,0,7.10455,0.155826
-7.24735,0.967415,1.01208,1,1,0,7.30955,0.14077
-6.76633,0.938685,1.01208,2,3,0,7.61022,0.226606
-6.76633,0.316691,1.01208,1,3,0,9.83532,0.226606
-6.89965,0.960157,1.01208,2,3,0,7.00094,0.322647
-7.21237,0.95409,1.01208,2,3,0,7.22204,0.14408
-7.46802,0.918465,1.01208,1,3,0,8.06689,0.415527
-6.98622,1,1.01208,2,3,0,7.33218,0.342088
-6.91748,1,1.01208,1,1,0,7.01648,0.327001
-6.91748,0.142117,1.01208,1,1,0,9.50676,0.327001
-6.87806,0.800905,1.01208,2,3,0,7.69852,0.190133
-6.98197,0.987842,1.01208,2,3,0,6.98305,0.341219
-7.18832,0.91846,1.01208,1,1,0,7.26354,0.377449
-6.96251,0.955303,1.01208,1,3,0,7.47387,0.174639
-7.31219,0.919722,1.01208,1,1,0,7.32206,0.135041
-8.19029,0.950537,1.01208,2,3,0,8.19496,0.0851772
-8.70842,0.935957,1.01208,1,1,0,8.84616,0.0677144
-8.86077,0.983368,1.01208,1,1,0,9.16226,0.0634955
-8.74747,1,1.01208,1,1,0,9.16802,0.0665994
-8.16919,1,1.01208,2,3,0,8.7952,0.0860144
-6.77181,0.996218,1.01208,2,3,0,8.08659,0.223416
-6.86144,0.957362,1.01208,2,3,0,7.00021,0.312427
-8.95777,0.412904,1.01208,1,1,0,8.96425,0.548462
-8.87642,1,1.01208,1,1,0,9.84019,0.542776
-7.90825,1,1.01208,2,3,0,8.4829,0.0974393
-7.26629,1,1.01208,2,3,0,7.80257,0.139045
-6.97193,1,1.01208,1,1,0,7.21174,0.173157
-7.18155,0.95027,1.01208,1,1,0,7.20726,0.147141
-10.2492,0.704525,1.01208,2,3,0,10.7549,0.0367305
-10.3534,0.993529,1.01208,1,1,0,10.7988,0.0353222
-9.01484,1,1.01208,1,1,0,10.2825,0.0595634
-6.75238,0.819763,1.01208,1,3,0,9.1121,0.261789
-8.2222,0.733532,1.01208,2,3,0,8.41692,0.0839332
-7.35375,1,1.01208,1,1,0,8.07387,0.131611
-6.75198,0.990288,1.01208,2,3,0,7.38227,0.238993
-6.77682,0.992071,1.01208,1,1,0,6.77682,0.220831
-6.86743,0.926274,1.01208,2,3,0,7.17575,0.314124
-6.86743,0.143916,1.01208,1,1,0,9.46686,0.314124
-6.79176,1,1.01208,1,1,0,6.84845,0.288125
-7.69749,0.696736,1.01208,1,1,0,7.69776,0.441742
-7.30183,0.80444,1.01208,1,3,0,8.5174,0.135924
-6.76485,0.947212,1.01208,2,3,0,7.36896,0.273383
-6.95128,0.940972,1.01208,1,3,0,7.02601,0.176459
-6.78689,1,1.01208,1,1,0,6.90384,0.216272
-6.78891,0.999387,1.01208,1,1,0,6.80077,0.215439
-7.95664,0.781895,1.01208,1,3,0,8.09304,0.0951565
-8.97517,0.795636,1.01208,1,3,0,10.5574,0.549662
-7.89836,1,1.01208,1,1,0,8.93268,0.462266
-9.82439,0.424691,1.01208,1,1,0,10.2317,0.602576
-8.05525,1,1.01208,2,3,0,9.51825,0.477089
-6.81547,1,1.01208,1,1,0,7.55054,0.297666
-6.81547,0.652793,1.01208,2,3,0,8.20371,0.297666
-6.81547,0.325829,1.01208,1,1,0,8.37523,0.297666
-6.84706,0.988107,1.01208,1,1,0,6.8682,0.308173
-6.76468,0.961998,1.01208,2,3,0,7.00668,0.22766
-6.74806,0.999996,1.01208,1,3,0,6.76033,0.24898
-6.74807,0.99994,1.01208,2,3,0,6.74828,0.248772
-6.77408,0.985641,1.01208,2,3,0,6.80958,0.279231
-6.77408,0.522412,1.01208,1,3,0,9.27953,0.279231
-6.91599,0.972284,1.01208,2,3,0,6.9396,0.182605
-7.21552,0.906428,1.01208,2,3,0,7.70926,0.143775
-7.94725,0.86668,1.01208,1,1,0,7.95422,0.0955932
-6.75668,0.90752,1.01208,1,3,0,7.9121,0.266684
-8.07989,0.685638,1.01208,1,3,0,8.08921,0.479333
-6.88217,1,1.01208,1,3,0,7.99535,0.189261
-6.77308,1,1.01208,1,1,0,6.84976,0.222739
-6.77308,0.963377,1.01208,1,3,0,6.89631,0.222739
# 
#  Elapsed Time: 0.002 seconds (Warm-up)
#                0.007 seconds (Sampling)
#                0.009 seconds (Total)
# 
