# stan_version_major = 2
# stan_version_minor = 36
# stan_version_patch = 0
# model = bernoulli_model
# start_datetime = 2025-04-17 02:54:08 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = examples\bernoulli\bernoulli.data.json
# init = 2 (Default)
# random
#   seed = 20060626
# output
#   file = examples\bernoulli\outputs\output2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.36.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta
# Adaptation terminated
# Step size = 0.939616
# Diagonal elements of inverse mass matrix:
# 0.557715
-7.58864,0.730028,0.939616,2,3,0,8.5706,0.114959
-7.09829,1,0.939616,2,3,0,7.5032,0.156214
-6.84106,0.956835,0.939616,1,3,0,7.34275,0.306314
-8.40957,0.67727,0.939616,1,3,0,8.41721,0.507537
-6.85684,1,0.939616,1,3,0,7.88379,0.311097
-6.85684,0.835393,0.939616,1,1,0,7.21987,0.311097
-6.86514,0.864681,0.939616,2,3,0,7.48068,0.313479
-6.80862,1,0.939616,1,1,0,6.8578,0.2951
-7.17155,0.889841,0.939616,1,1,0,7.17164,0.374848
-7.51977,0.884327,0.939616,1,1,0,7.61832,0.42175
-6.75085,0.900918,0.939616,2,3,0,8.08347,0.240679
-6.75085,0.75035,0.939616,1,3,0,7.93841,0.240679
-7.04142,0.932232,0.939616,2,3,0,7.2096,0.352793
-8.53779,0.417641,0.939616,2,7,0,10.5657,0.0728827
-9.00787,0.957596,0.939616,1,1,0,9.13162,0.0597346
-7.18809,0.995233,0.939616,2,3,0,9.11433,0.146478
-8.33905,0.917865,0.939616,2,3,0,8.39454,0.501767
-8.33905,0.330468,0.939616,1,1,0,10.6155,0.501767
-7.07635,1,0.939616,2,3,0,8.21168,0.158838
-6.88508,0.98015,0.939616,2,3,0,7.3114,0.188652
-7.0571,0.963558,0.939616,1,1,0,7.06236,0.161235
-6.74805,0.992644,0.939616,1,3,0,7.05827,0.250956
-6.74858,0.999878,0.939616,1,3,0,6.74861,0.254201
-6.77514,0.992518,0.939616,1,3,0,6.78449,0.221667
-6.75943,0.99589,0.939616,2,3,0,6.80186,0.269189
-6.93803,0.911495,0.939616,2,3,0,7.22692,0.331767
-7.93631,0.707997,0.939616,1,1,0,7.94191,0.465939
-6.96084,1,0.939616,1,1,0,7.60682,0.336785
-6.96084,0.630527,0.939616,1,3,0,8.88,0.336785
-8.31791,0.621993,0.939616,1,1,0,8.32168,0.500012
-9.56574,0.63338,0.939616,1,1,0,9.9862,0.587526
-7.28175,1,0.939616,1,1,0,8.77638,0.391165
-7.28175,0.457322,0.939616,1,3,0,10.9727,0.391165
-6.77045,1,0.939616,1,3,0,7.13186,0.277077
-6.77407,0.998928,0.939616,1,1,0,6.77988,0.279227
-6.7629,1,0.939616,1,1,0,6.77332,0.271966
-7.19912,0.927097,0.939616,2,3,0,7.22919,0.145378
-7.46062,0.955677,0.939616,1,1,0,7.49555,0.123521
-6.75632,1,0.939616,2,3,0,7.32397,0.266325
-6.87846,0.969565,0.939616,2,3,0,6.94671,0.190047
-6.86884,1,0.939616,2,3,0,6.90342,0.192151
-6.8787,0.997751,0.939616,1,1,0,6.90579,0.189996
-8.27869,0.827944,0.939616,2,3,0,8.54636,0.0817928
-7.77469,1,0.939616,1,1,0,8.26881,0.104199
-7.19279,1,0.939616,1,1,0,7.67959,0.146008
-6.75173,0.999728,0.939616,2,3,0,7.17419,0.239343
-6.9498,0.948454,0.939616,1,3,0,6.99831,0.33439
-7.56332,0.917866,0.939616,2,3,0,7.58017,0.426836
-7.82993,0.369505,0.939616,2,3,0,12.6363,0.455486
-8.20406,0.871377,0.939616,1,1,0,8.53418,0.490339
-7.05863,0.872154,0.939616,1,3,0,8.90663,0.161041
-7.37346,0.893147,0.939616,1,3,0,8.03346,0.403583
-8.30807,0.711841,0.939616,1,1,0,8.43167,0.49919
-8.24973,1,0.939616,2,3,0,8.80782,0.494265
-7.48716,1,0.939616,2,3,0,8.14446,0.417853
-6.99749,1,0.939616,2,3,0,7.35949,0.16932
-6.90395,1,0.939616,1,1,0,6.99485,0.184875
-7.01555,0.976272,0.939616,1,1,0,7.03036,0.166754
-6.86363,0.954312,0.939616,2,3,0,7.42722,0.313052
-7.07103,0.934422,0.939616,1,1,0,7.08494,0.358153
-6.88379,1,0.939616,1,1,0,7.03007,0.31857
-6.78559,1,0.939616,1,1,0,6.85547,0.28526
-6.74886,0.999312,0.939616,1,3,0,6.78644,0.24491
-6.74886,0.740554,0.939616,1,3,0,7.73066,0.24491
-8.01327,0.801095,0.939616,2,3,0,8.11162,0.0925854
-6.95188,0.858341,0.939616,2,3,0,9.14379,0.334845
-6.7588,1,0.939616,1,3,0,6.89799,0.268647
-6.87288,0.925174,0.939616,2,3,0,7.16832,0.191257
-8.06803,0.844426,0.939616,2,3,0,8.3439,0.0901965
-6.74803,0.980616,0.939616,2,3,0,8.23804,0.24946
-7.02338,0.919264,0.939616,2,3,0,7.24372,0.349404
-6.76103,0.995012,0.939616,1,3,0,7.04306,0.230207
-6.79346,0.925656,0.939616,2,3,0,7.24857,0.213637
-8.177,0.737548,0.939616,1,3,0,8.5171,0.0857032
-6.80839,0.884374,0.939616,1,3,0,8.69517,0.295011
-6.84084,0.99666,0.939616,2,3,0,6.85375,0.306247
-7.55919,0.668793,0.939616,2,3,0,8.57276,0.116834
-6.75904,0.951252,0.939616,1,3,0,7.70783,0.268856
-6.75904,0.42369,0.939616,1,3,0,10.1341,0.268856
-7.11144,0.897848,0.939616,1,3,0,7.28739,0.154692
-7.11144,0.964825,0.939616,1,1,0,7.30416,0.154692
-6.92961,1,0.939616,2,3,0,7.0835,0.180149
-6.84577,1,0.939616,1,1,0,6.91917,0.197624
-6.86842,0.9788,0.939616,2,3,0,7.06155,0.192245
-7.54936,0.932124,0.939616,2,3,0,7.67136,0.42522
-6.75581,1,0.939616,1,3,0,7.34435,0.265815
-6.82922,0.875833,0.939616,2,3,0,7.40057,0.202017
-7.10821,0.956076,0.939616,1,3,0,7.10993,0.155063
-6.81058,0.944565,0.939616,2,3,0,7.46786,0.29585
-7.14456,0.878377,0.939616,1,3,0,7.47111,0.151015
-6.75949,0.976528,0.939616,1,3,0,7.21716,0.269242
-7.42633,0.81728,0.939616,1,3,0,7.75846,0.126012
-6.7918,0.89575,0.939616,2,3,0,8.30683,0.288142
-7.0262,0.928848,0.939616,1,1,0,7.02631,0.349941
-6.75,0.983723,0.939616,2,3,0,7.12436,0.242187
-6.75734,0.975589,0.939616,2,3,0,6.89318,0.233202
-7.04522,0.925763,0.939616,1,3,0,7.12531,0.353493
-7.29271,0.774055,0.939616,1,3,0,8.12341,0.136711
-7.81529,0.920254,0.939616,1,1,0,7.82659,0.102068
-9.37048,0.877251,0.939616,2,7,0,9.37101,0.575584
-7.09037,1,0.939616,2,3,0,9.68719,0.157149
-7.09037,0.892855,0.939616,1,3,0,7.73969,0.157149
-6.77059,0.993354,0.939616,2,3,0,7.14055,0.224092
-6.97849,0.959137,0.939616,1,3,0,6.98834,0.172148
-8.24821,0.745321,0.939616,1,3,0,8.94061,0.494135
-7.38596,1,0.939616,1,1,0,8.0669,0.405209
-6.92523,1,0.939616,1,1,0,7.2466,0.328828
-6.74927,0.992171,0.939616,2,3,0,6.9732,0.243794
-7.50997,0.82515,0.939616,1,3,0,7.60608,0.420587
-6.94978,1,0.939616,2,3,0,7.3368,0.334385
-6.94978,0.449363,0.939616,1,3,0,10.2174,0.334385
-7.97373,0.651021,0.939616,1,3,0,9.23211,0.0943692
-6.76608,0.975343,0.939616,1,3,0,8.00233,0.22676
-7.52797,0.82409,0.939616,2,3,0,8.03315,0.422719
-7.10545,1,0.939616,1,1,0,7.45068,0.364108
-7.29117,0.937598,0.939616,1,1,0,7.38272,0.392484
-7.49239,0.435469,0.939616,2,3,0,11.2184,0.418482
-7.49239,0.162857,0.939616,1,1,0,10.7471,0.418482
-6.75135,1,0.939616,1,3,0,7.39215,0.239897
-6.75381,0.997737,0.939616,2,3,0,6.76652,0.263604
-7.11387,0.785498,0.939616,2,3,0,8.03155,0.154415
-6.75205,0.909809,0.939616,2,3,0,8.21526,0.238889
-7.244,0.887902,0.939616,1,3,0,7.35177,0.14108
-7.7745,0.917088,0.939616,1,1,0,7.78197,0.104209
-7.15301,1,0.939616,1,1,0,7.66876,0.150109
-6.76445,0.973408,0.939616,1,3,0,7.24309,0.273101
-6.75924,0.995534,0.939616,2,3,0,6.79594,0.231596
-6.75626,0.997334,0.939616,2,3,0,6.78154,0.234189
-6.80005,0.987892,0.939616,2,3,0,6.84361,0.211194
-6.78299,0.963353,0.939616,2,3,0,7.04234,0.283986
-6.90861,0.857461,0.939616,2,3,0,7.49699,0.183985
-6.81798,1,0.939616,1,1,0,6.89099,0.205295
-6.88087,0.985325,0.939616,1,1,0,6.88722,0.189536
-7.57962,0.933721,0.939616,2,3,0,7.69509,0.428706
-9.65019,0.468421,0.939616,1,1,0,9.77486,0.592532
-9.19598,1,0.939616,1,1,0,10.3032,0.564447
-6.80003,1,0.939616,1,3,0,8.43683,0.291679
-6.777,0.991696,0.939616,1,3,0,6.86104,0.22074
-9.16517,0.665689,0.939616,2,3,0,9.26945,0.0560159
-8.72329,1,0.939616,1,1,0,9.27207,0.0672869
-7.0642,0.989524,0.939616,1,3,0,8.62132,0.16034
-6.76008,0.863884,0.939616,2,3,0,8.19681,0.230932
-7.06635,0.920995,0.939616,1,3,0,7.15712,0.357321
-7.35744,0.904012,0.939616,1,1,0,7.42599,0.401479
-8.35559,0.695665,0.939616,1,1,0,8.47024,0.503133
-6.99408,1,0.939616,1,1,0,7.88416,0.343678
-6.75958,0.99532,0.939616,1,3,0,7.01215,0.231324
-7.29567,0.880553,0.939616,2,3,0,7.61531,0.393111
-7.89179,0.806846,0.939616,1,1,0,8.01249,0.461624
-7.89179,0.944672,0.939616,1,1,0,8.36702,0.461624
-6.74806,0.752923,0.939616,2,3,0,9.09137,0.251034
-6.77182,0.993737,0.939616,1,3,0,6.77741,0.223414
-7.06887,0.940839,0.939616,1,3,0,7.09098,0.159758
-6.93031,1,0.939616,2,3,0,7.05512,0.180026
-6.76473,1,0.939616,2,3,0,6.89308,0.273302
-6.75255,0.995876,0.939616,2,3,0,6.79045,0.26202
-6.96134,0.940768,0.939616,1,3,0,7.04924,0.174826
-8.52111,0.844307,0.939616,2,3,0,9.0247,0.516401
-7.60642,1,0.939616,1,1,0,8.38797,0.431745
-9.65947,0.14888,0.939616,1,3,0,14.3708,0.0460304
-8.40826,1,0.939616,1,1,0,9.5501,0.0771618
-8.40348,1,0.939616,1,1,0,8.67014,0.0773262
-7.67226,1,0.939616,1,1,0,8.32446,0.109905
-7.09213,1,0.939616,1,1,0,7.56926,0.15694
-6.76129,0.995397,0.939616,2,3,0,7.11992,0.230014
-8.61532,0.61796,0.939616,1,3,0,9.33325,0.070472
-6.75171,0.884322,0.939616,1,3,0,9.05419,0.260831
-6.94167,0.968075,0.939616,2,3,0,6.96652,0.178064
-7.561,0.848295,0.939616,1,3,0,8.07578,0.426568
-6.80655,1,0.939616,1,3,0,7.31787,0.294297
-9.28052,0.58695,0.939616,2,3,0,9.2847,0.0534691
-6.74898,0.970774,0.939616,2,3,0,9.90124,0.244548
-6.85283,0.972748,0.939616,1,3,0,6.87579,0.309913
-6.7891,1,0.939616,1,1,0,6.83778,0.286915
-6.88625,0.970362,0.939616,1,1,0,6.88894,0.319216
-7.63071,0.777139,0.939616,1,1,0,7.63338,0.434459
-6.85877,1,0.939616,1,1,0,7.3719,0.311659
-6.85877,0.75614,0.939616,1,3,0,7.60995,0.311659
-7.15651,0.798399,0.939616,2,3,0,7.85194,0.149737
-7.01776,1,0.939616,2,3,0,7.15865,0.166446
-6.7708,1,0.939616,1,3,0,6.97212,0.223973
-6.94587,0.966067,0.939616,1,3,0,6.9519,0.177358
-6.81717,1,0.939616,2,3,0,6.91709,0.205544
-6.81934,0.98604,0.939616,2,3,0,6.95043,0.299065
-6.7682,0.971135,0.939616,2,3,0,6.96467,0.275656
-7.26227,0.886051,0.939616,1,3,0,7.27308,0.388403
-7.26227,0.641414,0.939616,1,3,0,8.63798,0.388403
-7.26227,0.35025,0.939616,1,1,0,9.12612,0.388403
-7.42855,0.94281,0.939616,1,1,0,7.57664,0.410637
-6.84241,1,0.939616,1,1,0,7.2349,0.306738
-6.98917,0.984609,0.939616,2,3,0,7.00141,0.342688
-6.74808,0.97521,0.939616,2,3,0,7.1298,0.251332
-7.07654,0.943806,0.939616,2,3,0,7.13445,0.158815
-7.62404,0.906226,0.939616,1,1,0,7.62413,0.112772
-8.87125,0.873049,0.939616,2,3,0,9.57124,0.0632177
-6.74812,1,0.939616,2,3,0,8.42941,0.251715
-7.55856,0.697869,0.939616,2,3,0,8.55396,0.426287
-7.92714,0.874266,0.939616,1,1,0,8.15949,0.465057
-7.06726,0.86369,0.939616,1,3,0,8.6603,0.159958
-6.76154,0.979751,0.939616,1,3,0,7.13541,0.270921
-6.77595,0.995767,0.939616,1,1,0,6.77779,0.280288
-6.87148,0.96279,0.939616,1,3,0,6.97822,0.191564
-6.95949,0.965727,0.939616,2,3,0,7.20704,0.175123
-8.02124,0.859213,0.939616,2,3,0,8.37917,0.0922322
-7.91452,1,0.939616,1,1,0,8.17746,0.097139
-8.06416,0.981372,0.939616,1,1,0,8.22007,0.0903626
-7.0788,0.975808,0.939616,1,3,0,7.92022,0.158539
-7.60387,0.909843,0.939616,1,1,0,7.60429,0.114009
-7.88343,0.987105,0.939616,2,3,0,7.96602,0.0986431
-7.60193,1,0.939616,1,1,0,7.92559,0.114129
-6.79907,0.863709,0.939616,2,3,0,10.4836,0.211546
-7.95804,0.76586,0.939616,2,3,0,8.66792,0.468016
-6.95226,1,0.939616,2,3,0,7.90024,0.176297
-6.74815,0.937031,0.939616,2,3,0,7.58804,0.248015
-7.72919,0.782458,0.939616,1,3,0,7.82826,0.445112
-8.19293,0.84337,0.939616,1,1,0,8.47738,0.489373
-6.78283,0.584754,0.939616,2,3,0,10.327,0.283906
-7.33998,0.873195,0.939616,1,3,0,7.34578,0.399155
-6.94188,0.943771,0.939616,2,3,0,7.77934,0.178029
-7.30102,0.926933,0.939616,2,3,0,7.66142,0.135994
-6.75797,0.986459,0.939616,2,3,0,7.39299,0.267905
-6.75797,0.806145,0.939616,1,3,0,7.3942,0.267905
-6.88207,0.939528,0.939616,2,3,0,7.0793,0.318112
-7.84783,0.7199,0.939616,1,1,0,7.84829,0.45728
-7.04705,1,0.939616,1,1,0,7.59966,0.35383
-7.23357,0.937968,0.939616,1,1,0,7.30538,0.384244
-7.23357,0.424207,0.939616,1,1,0,8.76923,0.384244
-7.39026,0.982074,0.939616,2,3,0,7.52936,0.405764
-6.94878,0.913454,0.939616,1,3,0,7.84628,0.176872
-6.79656,0.976592,0.939616,1,3,0,7.07597,0.290224
-6.94718,0.981599,0.939616,2,3,0,6.94917,0.333811
-6.76541,1,0.939616,2,3,0,6.93725,0.227189
-6.78217,0.995714,0.939616,1,1,0,6.78399,0.218321
-6.78217,0.667117,0.939616,1,3,0,8.60372,0.218321
-7.65713,0.801181,0.939616,1,3,0,7.88152,0.437371
-7.72445,0.404551,0.939616,2,3,0,12.5789,0.444611
-7.15664,1,0.939616,1,1,0,7.60025,0.372498
-9.97339,0.654126,0.939616,2,3,0,9.98229,0.610881
-7.73628,1,0.939616,1,1,0,9.31549,0.445859
-8.44517,0.770434,0.939616,1,1,0,8.70959,0.510399
-6.80318,1,0.939616,1,3,0,8.38493,0.210091
-6.75066,0.997213,0.939616,1,3,0,6.81258,0.259147
-6.76809,0.99423,0.939616,1,3,0,6.7806,0.225535
-6.95441,0.963072,0.939616,1,3,0,6.96292,0.175946
-6.76908,1,0.939616,1,3,0,6.9165,0.22495
-6.89982,0.961743,0.939616,1,3,0,6.97992,0.322689
-6.89982,0.658467,0.939616,1,1,0,7.69686,0.322689
-6.85617,1,0.939616,1,1,0,6.91196,0.310899
-7.86097,0.781803,0.939616,1,3,0,7.86116,0.458587
-7.91662,0.99326,0.939616,2,3,0,8.29497,0.46404
-7.15349,1,0.939616,2,3,0,7.70954,0.371995
# 
#  Elapsed Time: 0.002 seconds (Warm-up)
#                0.008 seconds (Sampling)
#                0.01 seconds (Total)
# 
